match_api_id,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,League_1.0,League_1729.0
1226,1224045.0,-5.0,4.0,2.0,4.0,1.0,1.0,1,0
1227,1224046.0,-7.0,0.0,0.0,1.0,0.0,0.0,1,0
1228,1224047.0,7.0,2.0,5.0,4.0,2.0,0.0,1,0
1229,1224048.0,5.0,0.0,4.0,3.0,1.0,1.0,1,0
1230,1224049.0,2.0,15.0,5.0,8.0,0.0,3.0,1,0
1231,1224050.0,-7.0,-7.0,1.0,0.0,0.0,0.0,1,0
1232,1224051.0,-1.0,7.0,4.0,5.0,2.0,1.0,1,0
1233,1224052.0,0.0,2.0,1.0,5.0,2.0,0.0,1,0
1234,1224053.0,-1.0,-1.0,3.0,4.0,1.0,1.0,1,0
1235,1224054.0,-19.0,-11.0,0.0,2.0,0.0,0.0,1,0
1236,1677179.0,-3.0,-15.0,4.0,1.0,0.0,0.0,1,0
1237,1677180.0,1.0,0.0,3.0,0.0,0.0,0.0,1,0
1238,1677181.0,-19.0,1.0,0.0,3.0,2.0,1.0,1,0
1239,1677182.0,1.0,-3.0,1.0,4.0,0.0,0.0,1,0
1240,1677183.0,1.0,-4.0,3.0,3.0,1.0,1.0,1,0
1241,1677184.0,1.0,-15.0,1.0,1.0,0.0,0.0,1,0
1242,1677185.0,-5.0,2.0,3.0,4.0,1.0,2.0,1,0
1243,1677186.0,-14.0,3.0,1.0,2.0,0.0,1.0,1,0
1245,1677188.0,5.0,4.0,3.0,5.0,1.0,0.0,1,0
1246,1677189.0,-7.0,5.0,3.0,3.0,0.0,0.0,1,0
1247,1677190.0,3.0,-13.0,4.0,1.0,1.0,2.0,1,0
1248,1717817.0,5.0,0.0,4.0,5.0,2.0,0.0,1,0
1249,1717818.0,-10.0,13.0,2.0,6.0,0.0,2.0,1,0
1250,1717819.0,-17.0,8.0,0.0,5.0,0.0,2.0,1,0
1251,1717820.0,-17.0,6.0,1.0,4.0,0.0,2.0,1,0
1253,1717822.0,4.0,11.0,6.0,6.0,2.0,1.0,1,0
1254,1717823.0,13.0,0.0,6.0,0.0,0.0,0.0,1,0
1255,1717824.0,8.0,-2.0,7.0,3.0,2.0,0.0,1,0
1256,1717889.0,7.0,2.0,4.0,4.0,3.0,0.0,1,0
1257,1717890.0,9.0,4.0,6.0,3.0,2.0,0.0,1,0
1258,1717891.0,2.0,-7.0,4.0,3.0,2.0,1.0,1,0
1259,1717892.0,-2.0,0.0,2.0,4.0,0.0,0.0,1,0
1260,1717893.0,12.0,2.0,6.0,5.0,0.0,0.0,1,0
1261,1717894.0,-14.0,-6.0,1.0,2.0,1.0,2.0,1,0
1262,1717895.0,4.0,9.0,4.0,5.0,0.0,0.0,1,0
1263,1717896.0,-4.0,-5.0,2.0,2.0,0.0,0.0,1,0
1264,1717897.0,-5.0,-9.0,3.0,1.0,0.0,2.0,1,0
1265,1717898.0,0.0,3.0,2.0,3.0,0.0,2.0,1,0
1266,1717899.0,9.0,-3.0,5.0,3.0,0.0,1.0,1,0
1267,1717900.0,-1.0,-2.0,4.0,2.0,0.0,0.0,1,0
1268,1717901.0,14.0,9.0,7.0,4.0,1.0,2.0,1,0
1269,1717902.0,-4.0,-2.0,4.0,3.0,1.0,1.0,1,0
1270,1717903.0,1.0,9.0,4.0,6.0,1.0,2.0,1,0
1271,1717904.0,-4.0,-8.0,2.0,2.0,0.0,1.0,1,0
1272,1717905.0,9.0,5.0,4.0,4.0,1.0,0.0,1,0
1273,1717906.0,7.0,-4.0,5.0,3.0,1.0,1.0,1,0
1274,1717907.0,0.0,1.0,3.0,4.0,0.0,0.0,1,0
1275,1717908.0,-7.0,-3.0,2.0,2.0,2.0,1.0,1,0
1276,1717909.0,-2.0,11.0,2.0,6.0,0.0,0.0,1,0
1277,1717910.0,-9.0,2.0,2.0,4.0,0.0,2.0,1,0
1278,1717911.0,2.0,-1.0,3.0,5.0,2.0,0.0,1,0
1279,1717912.0,-1.0,4.0,3.0,3.0,0.0,0.0,1,0
1280,1717913.0,5.0,-9.0,4.0,2.0,2.0,0.0,1,0
1281,1717914.0,5.0,-1.0,4.0,3.0,2.0,1.0,1,0
1282,1717915.0,1.0,2.0,4.0,3.0,0.0,0.0,1,0
1283,1717916.0,-2.0,8.0,2.0,3.0,0.0,0.0,1,0
1285,1717918.0,-1.0,3.0,5.0,4.0,0.0,2.0,1,0
1286,1717919.0,1.0,-10.0,4.0,1.0,0.0,1.0,1,0
1287,1717920.0,-2.0,-5.0,3.0,3.0,0.0,3.0,1,0
1289,1717922.0,-5.0,3.0,3.0,4.0,3.0,0.0,1,0
1290,1717923.0,3.0,11.0,4.0,4.0,0.0,2.0,1,0
1291,1717924.0,-10.0,8.0,1.0,5.0,1.0,1.0,1,0
1292,1717925.0,-12.0,6.0,2.0,4.0,2.0,1.0,1,0
1293,1717926.0,-2.0,-3.0,3.0,2.0,0.0,0.0,1,0
1294,1717927.0,-4.0,4.0,3.0,4.0,0.0,1.0,1,0
1295,1717928.0,-3.0,-3.0,3.0,4.0,0.0,3.0,1,0
1296,1717929.0,11.0,-4.0,4.0,3.0,3.0,0.0,1,0
1297,1717930.0,6.0,-2.0,5.0,4.0,0.0,1.0,1,0
1298,1717931.0,6.0,3.0,4.0,4.0,0.0,2.0,1,0
1299,1717932.0,1.0,-6.0,3.0,2.0,0.0,0.0,1,0
1300,1717933.0,-2.0,4.0,2.0,4.0,0.0,0.0,1,0
1302,1717935.0,1.0,-11.0,5.0,2.0,1.0,1.0,1,0
1303,1717936.0,2.0,-6.0,4.0,3.0,2.0,1.0,1,0
1306,1717939.0,4.0,-4.0,6.0,3.0,0.0,3.0,1,0
1307,1717940.0,18.0,-3.0,5.0,4.0,3.0,0.0,1,0
1308,1717941.0,3.0,4.0,4.0,4.0,1.0,2.0,1,0
1309,1717942.0,2.0,-6.0,3.0,3.0,1.0,0.0,1,0
1310,1717943.0,-3.0,3.0,2.0,5.0,1.0,0.0,1,0
1311,1717944.0,6.0,5.0,5.0,5.0,1.0,2.0,1,0
1312,1717945.0,2.0,20.0,4.0,6.0,1.0,0.0,1,0
1313,1717946.0,2.0,5.0,5.0,6.0,2.0,1.0,1,0
1314,1717947.0,-6.0,7.0,3.0,4.0,2.0,1.0,1,0
1315,1717948.0,-1.0,-2.0,3.0,3.0,0.0,1.0,1,0
1317,1717950.0,-9.0,6.0,3.0,5.0,2.0,0.0,1,0
1319,1717952.0,-11.0,6.0,2.0,5.0,1.0,0.0,1,0
1320,1717953.0,20.0,-2.0,6.0,4.0,1.0,1.0,1,0
1321,1717954.0,7.0,7.0,4.0,6.0,0.0,3.0,1,0
1322,1717955.0,-4.0,-10.0,2.0,2.0,2.0,1.0,1,0
1323,1717956.0,5.0,2.0,5.0,5.0,0.0,3.0,1,0
1324,1717957.0,-4.0,2.0,2.0,4.0,0.0,1.0,1,0
1325,1717958.0,8.0,-13.0,5.0,1.0,2.0,1.0,1,0
1326,1717959.0,8.0,1.0,7.0,3.0,3.0,0.0,1,0
1327,1717960.0,-10.0,-4.0,3.0,4.0,0.0,0.0,1,0
1328,1717961.0,0.0,-1.0,4.0,3.0,1.0,0.0,1,0
1329,1717962.0,1.0,16.0,5.0,6.0,0.0,3.0,1,0
1330,1717963.0,6.0,16.0,5.0,8.0,1.0,0.0,1,0
1331,1717964.0,-2.0,4.0,4.0,4.0,0.0,2.0,1,0
1332,1717965.0,-5.0,5.0,2.0,3.0,2.0,1.0,1,0
1333,1717966.0,-9.0,-8.0,2.0,3.0,1.0,1.0,1,0
1334,1717967.0,-5.0,5.0,4.0,5.0,0.0,1.0,1,0
1335,1717968.0,-12.0,-5.0,1.0,2.0,0.0,0.0,1,0
1336,1717825.0,9.0,-15.0,6.0,2.0,2.0,1.0,1,0
1337,1717826.0,11.0,-17.0,6.0,0.0,1.0,1.0,1,0
1338,1717827.0,6.0,8.0,4.0,7.0,1.0,2.0,1,0
1339,1717828.0,4.0,10.0,4.0,6.0,0.0,0.0,1,0
1340,1717829.0,-4.0,-9.0,4.0,2.0,0.0,1.0,1,0
1341,1717830.0,-2.0,-9.0,0.0,2.0,0.0,0.0,1,0
1343,1717832.0,-3.0,10.0,3.0,5.0,2.0,1.0,1,0
1344,1717969.0,18.0,9.0,7.0,6.0,0.0,1.0,1,0
1345,1717970.0,5.0,-1.0,3.0,5.0,2.0,0.0,1,0
1346,1717971.0,-4.0,-10.0,3.0,2.0,1.0,0.0,1,0
1347,1717972.0,6.0,-9.0,5.0,2.0,3.0,0.0,1,0
1350,1717975.0,-13.0,-7.0,2.0,1.0,0.0,3.0,1,0
1351,1717976.0,-10.0,2.0,3.0,4.0,0.0,3.0,1,0
1352,1717977.0,2.0,-14.0,4.0,1.0,2.0,0.0,1,0
1353,1717978.0,3.0,1.0,6.0,3.0,0.0,2.0,1,0
1354,1717979.0,1.0,-12.0,4.0,3.0,0.0,0.0,1,0
1355,1717980.0,1.0,12.0,5.0,6.0,2.0,1.0,1,0
1356,1717981.0,10.0,4.0,7.0,3.0,3.0,0.0,1,0
1357,1717982.0,-7.0,-6.0,1.0,2.0,0.0,0.0,1,0
1358,1717983.0,-10.0,18.0,2.0,7.0,1.0,2.0,1,0
1359,1717984.0,-11.0,-10.0,2.0,3.0,0.0,1.0,1,0
1360,1717985.0,22.0,-6.0,7.0,2.0,0.0,1.0,1,0
1361,1717986.0,6.0,-16.0,5.0,2.0,1.0,0.0,1,0
1362,1717987.0,0.0,7.0,4.0,6.0,1.0,0.0,1,0
1363,1717988.0,16.0,-9.0,7.0,3.0,1.0,2.0,1,0
1364,1717989.0,-6.0,5.0,2.0,4.0,0.0,0.0,1,0
1365,1717990.0,-1.0,6.0,3.0,6.0,0.0,2.0,1,0
1366,1717991.0,-18.0,6.0,1.0,7.0,0.0,1.0,1,0
1367,1717992.0,-9.0,1.0,3.0,5.0,1.0,2.0,1,0
1368,1717993.0,4.0,9.0,6.0,6.0,2.0,0.0,1,0
1369,1717994.0,4.0,-5.0,5.0,2.0,1.0,0.0,1,0
1370,1717995.0,7.0,-6.0,5.0,4.0,1.0,1.0,1,0
1371,1717996.0,2.0,-16.0,5.0,1.0,2.0,0.0,1,0
1372,1717997.0,12.0,14.0,6.0,7.0,1.0,2.0,1,0
1373,1717998.0,-7.0,-3.0,1.0,2.0,1.0,2.0,1,0
1375,1718000.0,-8.0,22.0,3.0,7.0,0.0,2.0,1,0
1376,1718001.0,22.0,-6.0,7.0,4.0,0.0,0.0,1,0
1377,1718002.0,9.0,1.0,6.0,5.0,2.0,1.0,1,0
1378,1718003.0,12.0,5.0,6.0,5.0,0.0,2.0,1,0
1380,1718005.0,-1.0,6.0,3.0,5.0,0.0,1.0,1,0
1381,1718006.0,-21.0,5.0,1.0,6.0,0.0,1.0,1,0
1382,1718007.0,-15.0,-10.0,1.0,3.0,2.0,1.0,1,0
1383,1718008.0,-12.0,-8.0,2.0,1.0,1.0,1.0,1,0
1385,1718010.0,3.0,-11.0,4.0,2.0,1.0,0.0,1,0
1386,1718011.0,5.0,-10.0,4.0,2.0,0.0,0.0,1,0
1387,1718012.0,-11.0,-2.0,3.0,2.0,0.0,1.0,1,0
1388,1718013.0,1.0,-23.0,5.0,0.0,2.0,1.0,1,0
1389,1718014.0,13.0,24.0,6.0,8.0,0.0,1.0,1,0
1390,1718015.0,-6.0,13.0,1.0,7.0,1.0,1.0,1,0
1391,1718016.0,-7.0,8.0,3.0,5.0,0.0,3.0,1,0
1392,1718017.0,8.0,-6.0,5.0,1.0,2.0,0.0,1,0
1393,1718018.0,17.0,-1.0,7.0,3.0,2.0,1.0,1,0
1394,1718019.0,11.0,11.0,6.0,5.0,1.0,0.0,1,0
1395,1718020.0,-2.0,4.0,4.0,6.0,2.0,0.0,1,0
1396,1718021.0,-7.0,-10.0,2.0,3.0,0.0,0.0,1,0
1398,1718023.0,-12.0,6.0,2.0,5.0,2.0,1.0,1,0
1399,1718024.0,-11.0,16.0,2.0,7.0,1.0,2.0,1,0
1400,1718025.0,2.0,-7.0,5.0,3.0,3.0,0.0,1,0
1401,1718026.0,4.0,10.0,5.0,5.0,0.0,1.0,1,0
1402,1718027.0,7.0,15.0,4.0,6.0,0.0,0.0,1,0
1403,1718028.0,-10.0,9.0,3.0,5.0,0.0,1.0,1,0
1404,1718029.0,-3.0,-8.0,2.0,2.0,0.0,0.0,1,0
1405,1718030.0,11.0,-8.0,6.0,2.0,0.0,2.0,1,0
1407,1718032.0,-9.0,-4.0,3.0,3.0,1.0,2.0,1,0
1409,1718034.0,11.0,16.0,6.0,6.0,2.0,0.0,1,0
1410,1718035.0,4.0,-5.0,6.0,3.0,3.0,0.0,1,0
1411,1718036.0,10.0,0.0,5.0,3.0,0.0,1.0,1,0
1412,1718037.0,-2.0,-3.0,3.0,1.0,1.0,0.0,1,0
1414,1718039.0,-13.0,-12.0,2.0,3.0,0.0,1.0,1,0
1415,1718040.0,-9.0,9.0,2.0,5.0,0.0,3.0,1,0
1416,1718041.0,14.0,12.0,6.0,6.0,2.0,0.0,1,0
1417,1718042.0,2.0,-4.0,4.0,2.0,1.0,2.0,1,0
1418,1718043.0,10.0,-21.0,6.0,1.0,2.0,1.0,1,0
1419,1718044.0,-16.0,-8.0,2.0,2.0,1.0,1.0,1,0
1420,1718045.0,-9.0,-9.0,2.0,3.0,1.0,0.0,1,0
1421,1718046.0,-1.0,15.0,3.0,7.0,0.0,3.0,1,0
1422,1718047.0,12.0,-5.0,5.0,3.0,3.0,0.0,1,0
1423,1718048.0,-2.0,7.0,2.0,7.0,0.0,3.0,1,0
1424,1717833.0,10.0,-6.0,6.0,3.0,1.0,1.0,1,0
1425,1717834.0,8.0,6.0,5.0,4.0,0.0,1.0,1,0
1426,1717835.0,11.0,11.0,6.0,7.0,2.0,1.0,1,0
1427,1717836.0,10.0,8.0,8.0,6.0,1.0,2.0,1,0
1428,1717837.0,4.0,-3.0,6.0,3.0,0.0,2.0,1,0
1429,1717838.0,-13.0,-1.0,2.0,1.0,0.0,0.0,1,0
1430,1717839.0,-9.0,-6.0,2.0,3.0,0.0,0.0,1,0
1431,1717840.0,-14.0,2.0,0.0,4.0,0.0,0.0,1,0
1432,1718049.0,9.0,-5.0,5.0,3.0,1.0,0.0,1,0
1433,1718050.0,13.0,11.0,7.0,7.0,2.0,0.0,1,0
1434,1718051.0,-4.0,-12.0,2.0,3.0,1.0,0.0,1,0
1435,1718052.0,5.0,3.0,6.0,5.0,2.0,0.0,1,0
1436,1718053.0,-10.0,14.0,3.0,6.0,0.0,3.0,1,0
1437,1718054.0,-6.0,2.0,3.0,3.0,0.0,2.0,1,0
1438,1718055.0,-10.0,-2.0,1.0,3.0,0.0,1.0,1,0
1439,1718056.0,-19.0,11.0,1.0,5.0,1.0,2.0,1,0
1440,1717841.0,6.0,-14.0,5.0,0.0,3.0,0.0,1,0
1441,1717842.0,8.0,9.0,5.0,7.0,0.0,2.0,1,0
1442,1717843.0,3.0,2.0,5.0,5.0,0.0,0.0,1,0
1443,1717844.0,-6.0,-7.0,3.0,2.0,1.0,0.0,1,0
1444,1717845.0,-1.0,7.0,1.0,5.0,0.0,0.0,1,0
1445,1717846.0,10.0,-11.0,6.0,2.0,1.0,0.0,1,0
1446,1717847.0,-1.0,9.0,4.0,5.0,1.0,1.0,1,0
1447,1717848.0,-6.0,8.0,3.0,6.0,1.0,2.0,1,0
1448,1717849.0,8.0,-8.0,6.0,1.0,2.0,0.0,1,0
1449,1717850.0,2.0,-9.0,4.0,2.0,2.0,0.0,1,0
1450,1717851.0,10.0,10.0,5.0,6.0,3.0,0.0,1,0
1451,1717852.0,6.0,2.0,6.0,2.0,0.0,0.0,1,0
1452,1717853.0,-1.0,5.0,4.0,6.0,0.0,0.0,1,0
1453,1717854.0,-1.0,6.0,4.0,5.0,1.0,0.0,1,0
1454,1717855.0,-12.0,-4.0,2.0,3.0,1.0,2.0,1,0
1455,1717856.0,-12.0,11.0,0.0,6.0,0.0,3.0,1,0
1456,1717857.0,4.0,8.0,5.0,6.0,0.0,2.0,1,0
1457,1717858.0,10.0,-7.0,6.0,3.0,1.0,2.0,1,0
1458,1717859.0,6.0,8.0,6.0,5.0,0.0,0.0,1,0
1459,1717860.0,-1.0,0.0,4.0,4.0,0.0,1.0,1,0
1462,1717863.0,-7.0,6.0,2.0,6.0,0.0,2.0,1,0
1463,1717864.0,-6.0,-12.0,1.0,2.0,1.0,0.0,1,0
1464,1717865.0,2.0,6.0,4.0,6.0,0.0,0.0,1,0
1465,1717866.0,6.0,7.0,4.0,5.0,2.0,0.0,1,0
1467,1717868.0,4.0,-6.0,5.0,1.0,2.0,0.0,1,0
1468,1717869.0,-4.0,9.0,4.0,5.0,1.0,2.0,1,0
1469,1717870.0,-1.0,-5.0,4.0,2.0,2.0,0.0,1,0
1470,1717871.0,-12.0,6.0,2.0,5.0,0.0,1.0,1,0
1471,1717872.0,-10.0,0.0,1.0,4.0,1.0,1.0,1,0
1472,1717873.0,5.0,-6.0,4.0,3.0,1.0,0.0,1,0
1473,1717874.0,6.0,-8.0,5.0,2.0,3.0,0.0,1,0
1474,1717875.0,6.0,10.0,6.0,6.0,1.0,0.0,1,0
1475,1717876.0,1.0,0.0,4.0,4.0,1.0,2.0,1,0
1476,1717877.0,2.0,4.0,2.0,3.0,0.0,0.0,1,0
1478,1717879.0,-6.0,-13.0,2.0,1.0,0.0,1.0,1,0
1479,1717880.0,-3.0,1.0,2.0,4.0,0.0,2.0,1,0
1480,1717881.0,2.0,-16.0,4.0,1.0,2.0,0.0,1,0
1481,1717882.0,5.0,1.0,4.0,4.0,3.0,0.0,1,0
1482,1717883.0,11.0,11.0,6.0,6.0,1.0,0.0,1,0
1483,1717884.0,2.0,10.0,5.0,5.0,0.0,0.0,1,0
1484,1717885.0,-3.0,8.0,3.0,6.0,1.0,2.0,1,0
1485,1717886.0,-12.0,1.0,2.0,2.0,0.0,0.0,1,0
1486,1717887.0,0.0,-4.0,4.0,2.0,0.0,1.0,1,0
1487,1717888.0,-7.0,1.0,2.0,3.0,1.0,2.0,1,0
1488,1979832.0,-10.0,14.0,1.0,6.0,1.0,1.0,1,0
1489,1979833.0,8.0,8.0,4.0,7.0,1.0,2.0,1,0
1490,1979834.0,-1.0,-10.0,4.0,2.0,1.0,0.0,1,0
1491,1979835.0,-11.0,3.0,3.0,4.0,1.0,0.0,1,0
1492,1979836.0,-8.0,-1.0,1.0,3.0,1.0,1.0,1,0
1493,1979837.0,-12.0,13.0,3.0,8.0,0.0,1.0,1,0
1494,1979838.0,10.0,-8.0,6.0,1.0,3.0,0.0,1,0
1495,1979839.0,5.0,-9.0,5.0,2.0,2.0,0.0,1,0
1496,1979896.0,5.0,-6.0,5.0,3.0,1.0,0.0,1,0
1497,1979897.0,8.0,13.0,5.0,6.0,1.0,0.0,1,0
1498,1979898.0,2.0,-10.0,4.0,3.0,0.0,2.0,1,0
1499,1979899.0,12.0,-3.0,7.0,2.0,0.0,2.0,1,0
1500,1979900.0,0.0,2.0,3.0,4.0,2.0,1.0,1,0
1501,1979901.0,-8.0,-6.0,3.0,2.0,0.0,0.0,1,0
1502,1979902.0,-11.0,1.0,1.0,4.0,1.0,1.0,1,0
1503,1979903.0,5.0,-9.0,4.0,3.0,0.0,0.0,1,0
1504,1979904.0,8.0,11.0,5.0,7.0,1.0,0.0,1,0
1505,1979905.0,-11.0,-9.0,3.0,1.0,0.0,0.0,1,0
1506,1979906.0,-7.0,3.0,2.0,4.0,2.0,0.0,1,0
1507,1979907.0,0.0,6.0,4.0,5.0,1.0,1.0,1,0
1508,1979908.0,-4.0,10.0,2.0,5.0,0.0,1.0,1,0
1509,1979909.0,-5.0,-6.0,2.0,3.0,1.0,0.0,1,0
1510,1979910.0,0.0,1.0,3.0,3.0,1.0,1.0,1,0
1511,1979911.0,-7.0,5.0,4.0,5.0,0.0,2.0,1,0
1512,1979912.0,9.0,10.0,5.0,6.0,0.0,0.0,1,0
1513,1979913.0,11.0,8.0,6.0,6.0,2.0,0.0,1,0
1514,1979914.0,4.0,-4.0,5.0,2.0,2.0,0.0,1,0
1515,1979915.0,-2.0,-1.0,3.0,4.0,1.0,0.0,1,0
1516,1979916.0,-2.0,-13.0,2.0,2.0,0.0,3.0,1,0
1517,1979917.0,-5.0,-7.0,4.0,4.0,1.0,1.0,1,0
1518,1979918.0,-8.0,-4.0,2.0,2.0,0.0,3.0,1,0
1519,1979919.0,-1.0,2.0,3.0,4.0,1.0,1.0,1,0
1520,1979920.0,5.0,-8.0,5.0,3.0,1.0,2.0,1,0
1521,1979921.0,-11.0,0.0,3.0,3.0,2.0,1.0,1,0
1522,1979922.0,7.0,1.0,5.0,5.0,0.0,0.0,1,0
1523,1979923.0,-2.0,-2.0,4.0,3.0,0.0,2.0,1,0
1524,1979924.0,2.0,-8.0,3.0,2.0,2.0,0.0,1,0
1525,1979925.0,-3.0,10.0,3.0,5.0,0.0,0.0,1,0
1526,1979926.0,0.0,9.0,3.0,5.0,0.0,3.0,1,0
1527,1979927.0,-6.0,-3.0,4.0,2.0,0.0,2.0,1,0
1528,1979928.0,9.0,4.0,5.0,3.0,1.0,1.0,1,0
1529,1979929.0,0.0,-4.0,5.0,3.0,1.0,0.0,1,0
1530,1979930.0,-3.0,-6.0,2.0,4.0,1.0,1.0,1,0
1531,1979931.0,3.0,1.0,5.0,3.0,2.0,1.0,1,0
1532,1979932.0,-2.0,8.0,3.0,6.0,2.0,0.0,1,0
1533,1979933.0,-6.0,11.0,3.0,6.0,0.0,1.0,1,0
1534,1979934.0,-9.0,7.0,1.0,6.0,0.0,3.0,1,0
1535,1979935.0,-6.0,-11.0,3.0,3.0,0.0,1.0,1,0
1536,1979936.0,8.0,-3.0,6.0,4.0,1.0,1.0,1,0
1537,1979937.0,-13.0,13.0,2.0,6.0,2.0,0.0,1,0
1538,1979938.0,12.0,0.0,6.0,3.0,0.0,1.0,1,0
1539,1979939.0,6.0,-6.0,5.0,3.0,0.0,0.0,1,0
1540,1979940.0,2.0,3.0,3.0,5.0,0.0,0.0,1,0
1541,1979941.0,-4.0,-4.0,3.0,4.0,1.0,0.0,1,0
1542,1979942.0,1.0,1.0,3.0,3.0,3.0,0.0,1,0
1543,1979943.0,-9.0,-10.0,3.0,1.0,1.0,0.0,1,0
1544,1979944.0,11.0,4.0,7.0,5.0,1.0,1.0,1,0
1545,1979945.0,-12.0,3.0,3.0,4.0,1.0,2.0,1,0
1546,1979946.0,10.0,-10.0,6.0,1.0,1.0,0.0,1,0
1547,1979947.0,-1.0,8.0,2.0,5.0,0.0,2.0,1,0
1548,1979948.0,2.0,1.0,3.0,4.0,0.0,3.0,1,0
1549,1979949.0,2.0,11.0,4.0,5.0,0.0,3.0,1,0
1551,1979951.0,-9.0,-6.0,3.0,3.0,1.0,0.0,1,0
1553,1979953.0,-2.0,15.0,4.0,7.0,1.0,1.0,1,0
1554,1979954.0,0.0,8.0,3.0,7.0,1.0,1.0,1,0
1555,1979955.0,-1.0,-11.0,4.0,3.0,1.0,1.0,1,0
1556,1979956.0,3.0,-9.0,4.0,3.0,1.0,2.0,1,0
1557,1979957.0,2.0,-3.0,4.0,3.0,1.0,1.0,1,0
1558,1979958.0,-12.0,9.0,1.0,5.0,1.0,2.0,1,0
1559,1979959.0,-6.0,2.0,3.0,3.0,1.0,0.0,1,0
1560,1979960.0,12.0,3.0,8.0,4.0,1.0,0.0,1,0
1561,1979961.0,16.0,-4.0,8.0,3.0,1.0,1.0,1,0
1562,1979962.0,-5.0,11.0,3.0,5.0,0.0,1.0,1,0
1563,1979963.0,6.0,-7.0,5.0,3.0,0.0,0.0,1,0
1564,1979964.0,4.0,-3.0,4.0,3.0,0.0,2.0,1,0
1565,1979965.0,-1.0,4.0,4.0,4.0,2.0,0.0,1,0
1567,1979967.0,-7.0,-4.0,3.0,4.0,0.0,3.0,1,0
1568,1979968.0,8.0,4.0,4.0,4.0,2.0,1.0,1,0
1569,1979969.0,-3.0,9.0,4.0,8.0,0.0,3.0,1,0
1570,1979970.0,0.0,0.0,4.0,4.0,1.0,2.0,1,0
1571,1979971.0,-4.0,-3.0,3.0,3.0,1.0,2.0,1,0
1572,1979972.0,3.0,2.0,4.0,3.0,2.0,0.0,1,0
1574,1979974.0,-13.0,-5.0,1.0,3.0,0.0,3.0,1,0
1575,1979975.0,-9.0,13.0,3.0,7.0,0.0,3.0,1,0
1576,1979840.0,12.0,4.0,7.0,5.0,0.0,2.0,1,0
1577,1979841.0,10.0,1.0,5.0,4.0,0.0,1.0,1,0
1578,1979842.0,-7.0,12.0,1.0,5.0,2.0,1.0,1,0
1579,1979843.0,-3.0,-8.0,4.0,3.0,1.0,1.0,1,0
1580,1979844.0,-8.0,-9.0,2.0,2.0,0.0,0.0,1,0
1581,1979845.0,-1.0,4.0,3.0,5.0,1.0,1.0,1,0
1582,1979846.0,6.0,-4.0,6.0,2.0,0.0,1.0,1,0
1583,1979847.0,-12.0,7.0,2.0,6.0,1.0,0.0,1,0
1584,1979976.0,6.0,8.0,7.0,4.0,0.0,1.0,1,0
1585,1979977.0,13.0,0.0,7.0,3.0,1.0,1.0,1,0
1586,1979978.0,-7.0,-10.0,2.0,3.0,2.0,1.0,1,0
1587,1979979.0,4.0,2.0,4.0,5.0,3.0,0.0,1,0
1588,1979980.0,3.0,-2.0,3.0,3.0,1.0,0.0,1,0
1589,1979981.0,1.0,-5.0,4.0,3.0,1.0,2.0,1,0
1591,1979983.0,-10.0,2.0,1.0,4.0,1.0,1.0,1,0
1592,1979984.0,10.0,-7.0,4.0,2.0,2.0,0.0,1,0
1593,1979985.0,1.0,1.0,5.0,3.0,0.0,1.0,1,0
1594,1979986.0,1.0,13.0,4.0,7.0,0.0,1.0,1,0
1595,1979987.0,-2.0,5.0,3.0,4.0,2.0,1.0,1,0
1596,1979988.0,-3.0,6.0,3.0,7.0,1.0,2.0,1,0
1597,1979989.0,1.0,-3.0,4.0,3.0,1.0,1.0,1,0
1598,1979990.0,-3.0,4.0,3.0,4.0,1.0,1.0,1,0
1600,1979992.0,8.0,-1.0,7.0,3.0,1.0,1.0,1,0
1602,1979994.0,-6.0,3.0,2.0,4.0,1.0,1.0,1,0
1603,1979995.0,5.0,-3.0,4.0,3.0,2.0,1.0,1,0
1604,1979996.0,6.0,5.0,5.0,6.0,2.0,1.0,1,0
1605,1979997.0,-1.0,-11.0,4.0,3.0,1.0,0.0,1,0
1607,1979999.0,-8.0,3.0,2.0,5.0,0.0,1.0,1,0
1608,1980000.0,11.0,1.0,5.0,4.0,1.0,1.0,1,0
1609,1980001.0,6.0,10.0,6.0,6.0,1.0,2.0,1,0
1610,1980002.0,-1.0,-6.0,4.0,2.0,1.0,2.0,1,0
1611,1980003.0,1.0,-7.0,3.0,3.0,1.0,0.0,1,0
1612,1980004.0,-8.0,3.0,2.0,4.0,1.0,1.0,1,0
1613,1980005.0,-8.0,5.0,2.0,4.0,1.0,2.0,1,0
1614,1980006.0,-5.0,13.0,2.0,8.0,0.0,3.0,1,0
1615,1980007.0,-8.0,-8.0,3.0,2.0,1.0,2.0,1,0
1616,1980008.0,12.0,4.0,8.0,4.0,2.0,0.0,1,0
1617,1980009.0,13.0,-5.0,7.0,2.0,3.0,0.0,1,0
1618,1980010.0,-2.0,-6.0,2.0,3.0,1.0,1.0,1,0
1619,1980011.0,3.0,-8.0,3.0,2.0,1.0,0.0,1,0
1620,1980012.0,1.0,0.0,4.0,4.0,2.0,0.0,1,0
1622,1980014.0,-6.0,-3.0,3.0,2.0,1.0,1.0,1,0
1623,1980015.0,-10.0,8.0,2.0,5.0,0.0,2.0,1,0
1624,1980016.0,11.0,13.0,8.0,7.0,0.0,2.0,1,0
