match_api_id,home_team_goals_difference,away_team_goals_difference,games_won_home_team,games_won_away_team,games_against_won,games_against_lost,League_1.0,League_1729.0
827,1032827.0,15.0,4.0,6.0,4.0,1.0,1.0,1,0
828,1032828.0,13.0,-2.0,7.0,2.0,2.0,0.0,1,0
829,1032829.0,-2.0,6.0,4.0,5.0,0.0,3.0,1,0
830,1032830.0,-4.0,-11.0,2.0,2.0,0.0,2.0,1,0
831,1032831.0,-5.0,1.0,1.0,4.0,0.0,0.0,1,0
832,1032832.0,-9.0,4.0,2.0,6.0,0.0,1.0,1,0
833,1032833.0,-11.0,2.0,2.0,6.0,0.0,0.0,1,0
835,1032835.0,2.0,15.0,3.0,6.0,0.0,3.0,1,0
836,1032836.0,1.0,-6.0,5.0,1.0,2.0,0.0,1,0
837,1032837.0,5.0,1.0,4.0,3.0,2.0,1.0,1,0
839,1032839.0,6.0,-9.0,5.0,3.0,0.0,0.0,1,0
840,1032840.0,-3.0,-3.0,2.0,2.0,1.0,0.0,1,0
841,1032841.0,-2.0,1.0,5.0,4.0,1.0,2.0,1,0
842,1032842.0,-7.0,-9.0,2.0,2.0,1.0,0.0,1,0
843,1032843.0,-2.0,13.0,4.0,7.0,0.0,0.0,1,0
844,1032700.0,7.0,2.0,6.0,5.0,3.0,0.0,1,0
845,1032701.0,-2.0,-1.0,4.0,3.0,1.0,1.0,1,0
847,1032703.0,-6.0,16.0,2.0,7.0,1.0,1.0,1,0
849,1032705.0,-6.0,7.0,1.0,7.0,0.0,0.0,1,0
850,1032706.0,0.0,-4.0,5.0,2.0,2.0,0.0,1,0
851,1032707.0,1.0,0.0,3.0,0.0,0.0,0.0,1,0
852,1032844.0,12.0,1.0,6.0,5.0,1.0,0.0,1,0
853,1032845.0,-1.0,4.0,4.0,4.0,2.0,0.0,1,0
854,1032846.0,-3.0,1.0,2.0,6.0,1.0,1.0,1,0
855,1032847.0,-7.0,4.0,1.0,4.0,0.0,2.0,1,0
856,1032848.0,-7.0,-2.0,2.0,2.0,1.0,0.0,1,0
857,1032849.0,-5.0,-1.0,2.0,4.0,0.0,1.0,1,0
858,1032850.0,-7.0,15.0,3.0,6.0,0.0,2.0,1,0
860,1032852.0,-2.0,-1.0,5.0,3.0,2.0,1.0,1,0
861,1032853.0,4.0,-1.0,4.0,2.0,2.0,0.0,1,0
862,1032854.0,9.0,-5.0,5.0,1.0,2.0,0.0,1,0
863,1032855.0,0.0,-1.0,4.0,3.0,0.0,1.0,1,0
864,1032856.0,-4.0,-7.0,1.0,3.0,0.0,0.0,1,0
865,1032857.0,0.0,10.0,5.0,6.0,0.0,3.0,1,0
866,1032858.0,-4.0,-7.0,4.0,2.0,0.0,1.0,1,0
867,1032859.0,-7.0,2.0,1.0,4.0,0.0,3.0,1,0
868,1032860.0,-5.0,-2.0,4.0,2.0,2.0,1.0,1,0
869,1032861.0,10.0,11.0,6.0,5.0,3.0,0.0,1,0
870,1032862.0,7.0,-6.0,4.0,3.0,0.0,0.0,1,0
871,1032863.0,-4.0,-7.0,1.0,1.0,0.0,3.0,1,0
872,1032864.0,-2.0,1.0,2.0,5.0,0.0,1.0,1,0
873,1032865.0,1.0,6.0,4.0,5.0,0.0,1.0,1,0
874,1032866.0,-7.0,-5.0,3.0,3.0,0.0,2.0,1,0
875,1032867.0,-3.0,4.0,1.0,5.0,1.0,2.0,1,0
876,1032868.0,3.0,-4.0,4.0,2.0,0.0,0.0,1,0
877,1032869.0,7.0,-7.0,4.0,1.0,2.0,0.0,1,0
878,1032870.0,1.0,8.0,4.0,6.0,0.0,3.0,1,0
879,1032871.0,-3.0,2.0,2.0,5.0,3.0,0.0,1,0
880,1032872.0,2.0,-3.0,5.0,1.0,0.0,1.0,1,0
881,1032873.0,-5.0,-1.0,3.0,5.0,0.0,1.0,1,0
882,1032874.0,-2.0,-3.0,2.0,3.0,0.0,0.0,1,0
883,1032875.0,-6.0,8.0,2.0,5.0,1.0,1.0,1,0
884,1032876.0,2.0,1.0,6.0,4.0,1.0,1.0,1,0
885,1032877.0,9.0,7.0,6.0,4.0,2.0,0.0,1,0
886,1032878.0,-13.0,-7.0,1.0,2.0,0.0,2.0,1,0
887,1032879.0,-2.0,-2.0,1.0,2.0,2.0,0.0,1,0
888,1032881.0,1.0,-7.0,3.0,3.0,0.0,0.0,1,0
889,1032882.0,0.0,-1.0,4.0,4.0,0.0,2.0,1,0
890,1032883.0,-3.0,8.0,3.0,5.0,0.0,1.0,1,0
891,1032884.0,-10.0,13.0,1.0,5.0,0.0,1.0,1,0
892,1032885.0,8.0,9.0,5.0,6.0,1.0,2.0,1,0
893,1032886.0,5.0,1.0,4.0,3.0,2.0,0.0,1,0
894,1032887.0,10.0,7.0,5.0,7.0,0.0,3.0,1,0
896,1032889.0,-1.0,-7.0,4.0,3.0,0.0,1.0,1,0
897,1032890.0,-4.0,0.0,3.0,2.0,1.0,0.0,1,0
898,1032891.0,-3.0,-9.0,2.0,1.0,0.0,0.0,1,0
899,1032892.0,-7.0,4.0,2.0,4.0,1.0,1.0,1,0
900,1032893.0,8.0,3.0,7.0,4.0,1.0,2.0,1,0
901,1032894.0,9.0,-7.0,6.0,1.0,2.0,1.0,1,0
902,1032895.0,-12.0,-2.0,1.0,4.0,2.0,0.0,1,0
903,1032896.0,-1.0,6.0,2.0,4.0,1.0,0.0,1,0
904,1032897.0,-5.0,-5.0,2.0,3.0,0.0,0.0,1,0
905,1032898.0,2.0,4.0,4.0,4.0,1.0,2.0,1,0
907,1032900.0,-8.0,6.0,2.0,4.0,0.0,1.0,1,0
908,1032901.0,4.0,-13.0,4.0,0.0,1.0,1.0,1,0
909,1032902.0,9.0,8.0,5.0,7.0,2.0,0.0,1,0
910,1032903.0,-2.0,-5.0,4.0,2.0,0.0,1.0,1,0
911,1032904.0,1.0,2.0,3.0,4.0,2.0,0.0,1,0
912,1032905.0,-2.0,11.0,4.0,7.0,0.0,1.0,1,0
913,1032906.0,-9.0,4.0,1.0,4.0,0.0,1.0,1,0
914,1032907.0,-4.0,2.0,4.0,3.0,0.0,2.0,1,0
915,1032908.0,2.0,-10.0,3.0,1.0,0.0,0.0,1,0
916,1032909.0,4.0,4.0,6.0,4.0,0.0,1.0,1,0
917,1032910.0,12.0,-2.0,7.0,5.0,1.0,2.0,1,0
918,1032911.0,-12.0,1.0,0.0,3.0,1.0,1.0,1,0
919,1032912.0,-6.0,2.0,2.0,4.0,0.0,1.0,1,0
921,1032914.0,-3.0,8.0,2.0,5.0,1.0,1.0,1,0
922,1032915.0,6.0,4.0,5.0,4.0,0.0,2.0,1,0
923,1032916.0,-10.0,-3.0,1.0,4.0,0.0,1.0,1,0
924,1032917.0,3.0,-8.0,4.0,1.0,1.0,0.0,1,0
925,1032918.0,7.0,0.0,5.0,3.0,3.0,0.0,1,0
926,1032919.0,-4.0,5.0,4.0,5.0,0.0,2.0,1,0
927,1032920.0,-10.0,15.0,1.0,7.0,0.0,3.0,1,0
928,1032921.0,1.0,3.0,3.0,4.0,0.0,2.0,1,0
929,1032922.0,0.0,-9.0,3.0,1.0,0.0,1.0,1,0
930,1032923.0,-11.0,7.0,1.0,5.0,1.0,0.0,1,0
931,1032924.0,-8.0,7.0,4.0,7.0,2.0,1.0,1,0
932,1032708.0,14.0,1.0,6.0,1.0,0.0,0.0,1,0
934,1032710.0,5.0,1.0,4.0,5.0,2.0,1.0,1,0
935,1032711.0,0.0,2.0,2.0,5.0,1.0,0.0,1,0
936,1032712.0,-3.0,7.0,3.0,6.0,0.0,2.0,1,0
937,1032713.0,-4.0,0.0,2.0,2.0,2.0,1.0,1,0
938,1032714.0,-1.0,-5.0,4.0,1.0,0.0,0.0,1,0
939,1032715.0,0.0,-6.0,0.0,2.0,0.0,0.0,1,0
940,1032925.0,7.0,0.0,7.0,3.0,2.0,0.0,1,0
941,1032926.0,15.0,4.0,7.0,4.0,2.0,0.0,1,0
942,1032927.0,4.0,8.0,4.0,5.0,0.0,2.0,1,0
944,1032929.0,6.0,-8.0,5.0,4.0,1.0,0.0,1,0
945,1032930.0,-4.0,-6.0,2.0,3.0,2.0,1.0,1,0
946,1032931.0,1.0,9.0,4.0,5.0,1.0,2.0,1,0
947,1032932.0,-9.0,-9.0,1.0,2.0,0.0,0.0,1,0
948,1032716.0,1.0,-1.0,5.0,3.0,2.0,1.0,1,0
949,1032717.0,-8.0,-3.0,2.0,3.0,0.0,0.0,1,0
950,1032718.0,-8.0,12.0,1.0,6.0,0.0,2.0,1,0
951,1032719.0,0.0,0.0,1.0,5.0,0.0,0.0,1,0
952,1032720.0,-3.0,-1.0,1.0,2.0,0.0,0.0,1,0
954,1032722.0,-5.0,6.0,1.0,6.0,1.0,2.0,1,0
955,1032723.0,6.0,2.0,6.0,1.0,0.0,0.0,1,0
956,1032724.0,11.0,4.0,5.0,5.0,0.0,2.0,1,0
957,1032725.0,4.0,0.0,5.0,5.0,1.0,1.0,1,0
958,1032726.0,9.0,-4.0,5.0,0.0,1.0,0.0,1,0
959,1032727.0,0.0,2.0,2.0,5.0,0.0,2.0,1,0
960,1032728.0,1.0,-1.0,4.0,1.0,0.0,0.0,1,0
961,1032729.0,-4.0,-8.0,2.0,2.0,0.0,1.0,1,0
963,1032731.0,-3.0,-3.0,4.0,2.0,3.0,0.0,1,0
964,1032732.0,2.0,1.0,4.0,3.0,3.0,0.0,1,0
965,1032733.0,1.0,-4.0,4.0,4.0,3.0,0.0,1,0
966,1032734.0,-12.0,4.0,2.0,5.0,0.0,1.0,1,0
967,1032735.0,-8.0,10.0,1.0,6.0,1.0,1.0,1,0
968,1032736.0,0.0,2.0,2.0,1.0,0.0,0.0,1,0
969,1032737.0,1.0,12.0,5.0,5.0,2.0,1.0,1,0
970,1032738.0,0.0,0.0,3.0,2.0,1.0,0.0,1,0
971,1032739.0,-2.0,-1.0,0.0,3.0,0.0,0.0,1,0
972,1032740.0,4.0,4.0,5.0,5.0,3.0,0.0,1,0
973,1032741.0,11.0,3.0,6.0,4.0,0.0,2.0,1,0
974,1032742.0,-1.0,-7.0,2.0,1.0,1.0,1.0,1,0
975,1032743.0,-1.0,11.0,3.0,5.0,1.0,2.0,1,0
976,1032744.0,0.0,2.0,3.0,3.0,0.0,0.0,1,0
977,1032745.0,0.0,-1.0,1.0,4.0,0.0,0.0,1,0
978,1032746.0,-6.0,-12.0,3.0,2.0,2.0,0.0,1,0
979,1032747.0,2.0,-2.0,4.0,0.0,2.0,0.0,1,0
980,1032748.0,11.0,4.0,5.0,2.0,0.0,0.0,1,0
981,1032749.0,6.0,1.0,5.0,3.0,3.0,0.0,1,0
982,1032750.0,4.0,3.0,5.0,4.0,1.0,2.0,1,0
983,1032751.0,-13.0,10.0,2.0,6.0,0.0,1.0,1,0
984,1032752.0,-8.0,4.0,1.0,4.0,0.0,1.0,1,0
985,1032753.0,0.0,5.0,3.0,5.0,0.0,0.0,1,0
986,1032754.0,-2.0,-2.0,4.0,3.0,1.0,2.0,1,0
987,1032755.0,-2.0,-3.0,0.0,4.0,0.0,0.0,1,0
988,1032756.0,1.0,-2.0,4.0,0.0,0.0,0.0,1,0
989,1032757.0,4.0,7.0,4.0,6.0,0.0,2.0,1,0
990,1032758.0,8.0,0.0,6.0,3.0,0.0,0.0,1,0
991,1032759.0,-2.0,12.0,2.0,6.0,1.0,2.0,1,0
992,1032760.0,0.0,-4.0,3.0,4.0,2.0,0.0,1,0
993,1032761.0,3.0,-1.0,2.0,3.0,0.0,0.0,1,0
995,1032763.0,3.0,-11.0,4.0,2.0,3.0,0.0,1,0
996,1223976.0,-2.0,13.0,3.0,7.0,0.0,3.0,1,0
997,1223977.0,-9.0,7.0,2.0,6.0,0.0,1.0,1,0
998,1223980.0,-5.0,-12.0,2.0,1.0,0.0,1.0,1,0
999,1223981.0,5.0,3.0,5.0,4.0,0.0,2.0,1,0
1000,1223982.0,0.0,-5.0,4.0,2.0,0.0,0.0,1,0
1001,1223983.0,11.0,0.0,8.0,0.0,0.0,0.0,1,0
1002,1223984.0,7.0,-2.0,5.0,2.0,2.0,1.0,1,0
1003,1223985.0,6.0,-7.0,5.0,4.0,2.0,1.0,1,0
1004,1224055.0,14.0,7.0,7.0,5.0,0.0,3.0,1,0
1005,1224056.0,2.0,10.0,4.0,6.0,0.0,3.0,1,0
1006,1224057.0,-2.0,0.0,4.0,4.0,1.0,1.0,1,0
1007,1224058.0,-9.0,-4.0,2.0,2.0,0.0,0.0,1,0
1008,1224059.0,3.0,-14.0,5.0,1.0,1.0,1.0,1,0
1009,1224060.0,-1.0,-3.0,4.0,1.0,1.0,0.0,1,0
1010,1224061.0,1.0,2.0,3.0,5.0,0.0,2.0,1,0
1011,1224062.0,-10.0,0.0,0.0,4.0,0.0,0.0,1,0
1012,1224063.0,8.0,-10.0,5.0,0.0,0.0,0.0,1,0
1013,1224064.0,5.0,0.0,4.0,4.0,2.0,1.0,1,0
1014,1224065.0,2.0,2.0,4.0,5.0,3.0,0.0,1,0
1015,1224066.0,6.0,-2.0,6.0,3.0,0.0,1.0,1,0
1016,1224067.0,4.0,13.0,3.0,6.0,1.0,1.0,1,0
1017,1224068.0,-2.0,-13.0,1.0,2.0,1.0,0.0,1,0
1018,1224069.0,-1.0,2.0,3.0,4.0,0.0,1.0,1,0
1019,1224070.0,-15.0,0.0,1.0,3.0,2.0,1.0,1,0
1020,1224071.0,8.0,-1.0,5.0,3.0,3.0,0.0,1,0
1021,1224072.0,1.0,-15.0,4.0,1.0,1.0,1.0,1,0
1022,1224073.0,-1.0,-2.0,3.0,3.0,1.0,0.0,1,0
1023,1224074.0,-1.0,10.0,4.0,4.0,1.0,1.0,1,0
1024,1224075.0,-10.0,10.0,3.0,6.0,0.0,0.0,1,0
1025,1224076.0,3.0,8.0,6.0,5.0,1.0,1.0,1,0
1026,1224077.0,-1.0,-1.0,3.0,1.0,1.0,0.0,1,0
1027,1224078.0,-12.0,2.0,0.0,5.0,0.0,0.0,1,0
1028,1224079.0,7.0,3.0,5.0,4.0,3.0,0.0,1,0
1029,1224080.0,8.0,2.0,5.0,5.0,2.0,0.0,1,0
1030,1224081.0,2.0,-7.0,5.0,4.0,0.0,1.0,1,0
1031,1224082.0,12.0,2.0,5.0,4.0,0.0,1.0,1,0
1032,1224083.0,0.0,-12.0,4.0,0.0,0.0,0.0,1,0
1033,1224084.0,-4.0,6.0,1.0,4.0,0.0,2.0,1,0
1034,1224085.0,-4.0,2.0,3.0,5.0,1.0,0.0,1,0
1035,1224086.0,-16.0,-2.0,1.0,4.0,1.0,1.0,1,0
1036,1224087.0,5.0,5.0,4.0,6.0,2.0,0.0,1,0
1037,1224088.0,2.0,14.0,5.0,6.0,2.0,0.0,1,0
1038,1224089.0,-2.0,5.0,4.0,4.0,2.0,1.0,1,0
1039,1224090.0,-4.0,-14.0,4.0,0.0,0.0,0.0,1,0
1040,1224091.0,-11.0,3.0,3.0,5.0,0.0,0.0,1,0
1041,1224092.0,2.0,-3.0,5.0,2.0,0.0,1.0,1,0
1042,1224093.0,0.0,9.0,4.0,5.0,1.0,2.0,1,0
1043,1224094.0,-3.0,-13.0,4.0,2.0,0.0,1.0,1,0
1044,1224095.0,11.0,2.0,5.0,3.0,2.0,0.0,1,0
1045,1224096.0,6.0,-1.0,5.0,5.0,2.0,0.0,1,0
1046,1224097.0,4.0,-2.0,6.0,4.0,1.0,1.0,1,0
1047,1224098.0,11.0,7.0,5.0,6.0,0.0,2.0,1,0
1048,1224099.0,4.0,0.0,5.0,5.0,1.0,1.0,1,0
1049,1224100.0,-6.0,-3.0,2.0,4.0,0.0,0.0,1,0
1050,1224101.0,-11.0,-9.0,1.0,3.0,0.0,0.0,1,0
1051,1224102.0,-11.0,-5.0,2.0,3.0,0.0,3.0,1,0
1052,1224103.0,16.0,6.0,6.0,5.0,2.0,0.0,1,0
1053,1224104.0,-7.0,-1.0,3.0,4.0,0.0,1.0,1,0
1054,1224105.0,6.0,-2.0,6.0,4.0,3.0,0.0,1,0
1055,1224106.0,11.0,-3.0,5.0,5.0,1.0,1.0,1,0
1056,1224107.0,6.0,-3.0,6.0,4.0,1.0,0.0,1,0
1057,1224108.0,-11.0,-6.0,1.0,2.0,1.0,2.0,1,0
1058,1224109.0,-9.0,-5.0,1.0,2.0,0.0,1.0,1,0
1059,1224110.0,-10.0,8.0,2.0,5.0,1.0,1.0,1,0
1060,1224111.0,-3.0,-7.0,2.0,3.0,1.0,0.0,1,0
1061,1224112.0,0.0,-9.0,4.0,2.0,2.0,0.0,1,0
1062,1224113.0,6.0,9.0,5.0,5.0,1.0,0.0,1,0
1063,1224114.0,-8.0,8.0,2.0,6.0,1.0,1.0,1,0
1064,1224115.0,-6.0,17.0,3.0,7.0,0.0,2.0,1,0
1065,1224116.0,4.0,-5.0,4.0,3.0,3.0,0.0,1,0
1066,1224117.0,1.0,-12.0,4.0,1.0,0.0,0.0,1,0
1067,1224118.0,-3.0,8.0,5.0,7.0,0.0,1.0,1,0
1068,1224119.0,-2.0,-2.0,3.0,3.0,1.0,1.0,1,0
1069,1224120.0,20.0,-6.0,8.0,3.0,2.0,1.0,1,0
1070,1224121.0,-9.0,6.0,2.0,5.0,1.0,1.0,1,0
1071,1224122.0,8.0,-10.0,6.0,2.0,1.0,1.0,1,0
1072,1224123.0,10.0,-7.0,5.0,2.0,0.0,2.0,1,0
1073,1224124.0,8.0,6.0,7.0,5.0,1.0,1.0,1,0
1074,1224125.0,-12.0,-3.0,2.0,5.0,0.0,1.0,1,0
1075,1224126.0,-11.0,4.0,2.0,5.0,0.0,1.0,1,0
1076,1224127.0,7.0,-6.0,6.0,3.0,1.0,0.0,1,0
1077,1224128.0,6.0,-15.0,5.0,2.0,1.0,0.0,1,0
1078,1224129.0,-8.0,-13.0,1.0,2.0,1.0,0.0,1,0
1079,1224130.0,-11.0,-6.0,1.0,2.0,0.0,2.0,1,0
1080,1224131.0,5.0,9.0,5.0,6.0,0.0,2.0,1,0
1081,1224132.0,-5.0,7.0,2.0,7.0,0.0,3.0,1,0
1082,1224133.0,3.0,20.0,6.0,8.0,0.0,1.0,1,0
1083,1224134.0,-3.0,10.0,3.0,5.0,1.0,1.0,1,0
1084,1223991.0,12.0,-11.0,6.0,2.0,2.0,0.0,1,0
1085,1223992.0,-6.0,14.0,2.0,9.0,0.0,0.0,1,0
1086,1223993.0,4.0,9.0,5.0,6.0,0.0,1.0,1,0
1087,1223994.0,-15.0,5.0,1.0,4.0,0.0,1.0,1,0
1088,1223995.0,9.0,-2.0,7.0,3.0,1.0,0.0,1,0
1089,1223996.0,-2.0,4.0,2.0,5.0,0.0,2.0,1,0
1090,1223997.0,-2.0,-1.0,0.0,4.0,0.0,0.0,1,0
1091,1223998.0,-3.0,-1.0,4.0,3.0,0.0,3.0,1,0
1092,1224135.0,0.0,-3.0,3.0,5.0,3.0,0.0,1,0
1094,1224137.0,-10.0,-16.0,3.0,1.0,0.0,2.0,1,0
1095,1224138.0,7.0,8.0,6.0,5.0,0.0,2.0,1,0
1096,1224139.0,9.0,-10.0,7.0,1.0,0.0,2.0,1,0
1097,1224140.0,-3.0,13.0,3.0,7.0,0.0,3.0,1,0
1098,1224141.0,-15.0,-4.0,2.0,2.0,1.0,0.0,1,0
1099,1224142.0,-8.0,3.0,3.0,4.0,0.0,1.0,1,0
1100,1224143.0,14.0,2.0,7.0,4.0,1.0,2.0,1,0
1101,1224144.0,7.0,22.0,5.0,8.0,0.0,2.0,1,0
1102,1224145.0,-10.0,-5.0,1.0,4.0,0.0,0.0,1,0
1103,1224146.0,-17.0,-3.0,1.0,3.0,1.0,0.0,1,0
1104,1224147.0,7.0,-15.0,4.0,2.0,0.0,1.0,1,0
1105,1224148.0,0.0,9.0,3.0,7.0,2.0,1.0,1,0
1106,1224149.0,-5.0,6.0,5.0,6.0,2.0,0.0,1,0
1107,1224150.0,-2.0,-7.0,2.0,4.0,0.0,0.0,1,0
1108,1224151.0,7.0,-2.0,5.0,2.0,1.0,1.0,1,0
1109,1224152.0,25.0,-14.0,9.0,2.0,1.0,0.0,1,0
1110,1224153.0,14.0,-16.0,7.0,1.0,1.0,1.0,1,0
1111,1224154.0,-5.0,-7.0,4.0,4.0,1.0,0.0,1,0
1113,1224156.0,7.0,-1.0,7.0,2.0,2.0,0.0,1,0
1114,1224157.0,-2.0,-10.0,3.0,1.0,1.0,2.0,1,0
1115,1224158.0,-5.0,2.0,4.0,4.0,0.0,0.0,1,0
1116,1224159.0,18.0,8.0,8.0,6.0,3.0,0.0,1,0
1117,1224160.0,2.0,-8.0,4.0,3.0,2.0,0.0,1,0
1118,1224161.0,-13.0,16.0,0.0,7.0,2.0,0.0,1,0
1119,1224162.0,3.0,9.0,3.0,7.0,1.0,0.0,1,0
1120,1224163.0,-2.0,-17.0,2.0,1.0,2.0,1.0,1,0
1122,1224165.0,-4.0,-4.0,5.0,3.0,1.0,2.0,1,0
1123,1224166.0,-11.0,10.0,0.0,5.0,0.0,3.0,1,0
1124,1224167.0,8.0,-8.0,5.0,0.0,2.0,0.0,1,0
1125,1224168.0,14.0,3.0,6.0,3.0,1.0,2.0,1,0
1126,1224169.0,-19.0,-6.0,1.0,4.0,1.0,2.0,1,0
1127,1224170.0,-7.0,-8.0,4.0,1.0,0.0,1.0,1,0
1128,1224171.0,9.0,-14.0,6.0,2.0,1.0,2.0,1,0
1130,1224173.0,-1.0,6.0,4.0,5.0,1.0,1.0,1,0
1131,1224174.0,-3.0,-4.0,4.0,2.0,0.0,1.0,1,0
1132,1224175.0,26.0,14.0,9.0,6.0,2.0,1.0,1,0
1133,1224176.0,4.0,9.0,4.0,5.0,2.0,0.0,1,0
1134,1224177.0,-7.0,-18.0,0.0,1.0,0.0,1.0,1,0
1135,1224178.0,-8.0,-7.0,1.0,3.0,1.0,0.0,1,0
1136,1224179.0,-2.0,3.0,2.0,5.0,2.0,0.0,1,0
1138,1224181.0,-7.0,1.0,3.0,5.0,0.0,0.0,1,0
1139,1224182.0,-3.0,9.0,2.0,6.0,1.0,1.0,1,0
1140,1224183.0,7.0,-9.0,5.0,1.0,1.0,2.0,1,0
1141,1224184.0,15.0,0.0,6.0,4.0,1.0,1.0,1,0
1142,1224185.0,-21.0,3.0,0.0,4.0,1.0,2.0,1,0
1143,1224186.0,-6.0,-17.0,3.0,1.0,1.0,1.0,1,0
1145,1224188.0,-1.0,-6.0,3.0,1.0,1.0,2.0,1,0
1146,1224189.0,2.0,-6.0,5.0,1.0,1.0,2.0,1,0
1147,1224190.0,-3.0,28.0,4.0,9.0,0.0,1.0,1,0
1148,1224191.0,24.0,-5.0,9.0,4.0,0.0,1.0,1,0
1149,1224192.0,7.0,1.0,5.0,4.0,0.0,1.0,1,0
1150,1224193.0,7.0,-4.0,6.0,4.0,1.0,0.0,1,0
1151,1224194.0,-9.0,-22.0,1.0,0.0,2.0,1.0,1,0
1153,1224196.0,-15.0,4.0,1.0,6.0,0.0,2.0,1,0
1154,1224197.0,-1.0,-5.0,4.0,1.0,0.0,2.0,1,0
1155,1224198.0,-7.0,14.0,1.0,6.0,0.0,2.0,1,0
1156,1224199.0,14.0,23.0,6.0,9.0,0.0,2.0,1,0
1157,1224200.0,12.0,9.0,6.0,6.0,1.0,1.0,1,0
1158,1224201.0,-2.0,-11.0,2.0,0.0,2.0,0.0,1,0
1160,1224203.0,-5.0,9.0,5.0,7.0,1.0,1.0,1,0
1161,1224204.0,-3.0,-2.0,3.0,4.0,0.0,2.0,1,0
1162,1224205.0,7.0,-9.0,7.0,1.0,1.0,1.0,1,0
1164,1224207.0,16.0,6.0,7.0,7.0,2.0,1.0,1,0
1165,1224208.0,8.0,0.0,5.0,3.0,2.0,1.0,1,0
1166,1224209.0,10.0,12.0,8.0,5.0,1.0,1.0,1,0
1167,1224210.0,-6.0,10.0,2.0,5.0,0.0,3.0,1,0
1170,1224213.0,-2.0,-19.0,4.0,0.0,1.0,0.0,1,0
1171,1224214.0,-13.0,-4.0,0.0,4.0,1.0,1.0,1,0
1172,1223999.0,3.0,-2.0,4.0,0.0,0.0,0.0,1,0
1173,1224000.0,6.0,7.0,4.0,6.0,1.0,1.0,1,0
1174,1224001.0,9.0,-15.0,6.0,1.0,2.0,0.0,1,0
1175,1224002.0,-7.0,5.0,2.0,5.0,2.0,1.0,1,0
1176,1224003.0,-2.0,-5.0,3.0,2.0,1.0,0.0,1,0
1177,1224004.0,-2.0,12.0,3.0,9.0,1.0,2.0,1,0
1178,1224005.0,-1.0,-2.0,3.0,2.0,1.0,0.0,1,0
1179,1224006.0,-4.0,11.0,4.0,6.0,1.0,2.0,1,0
1181,1224216.0,9.0,11.0,5.0,7.0,1.0,1.0,1,0
1182,1224217.0,1.0,14.0,3.0,7.0,0.0,3.0,1,0
1183,1224218.0,-20.0,-15.0,0.0,0.0,1.0,2.0,1,0
1184,1224219.0,-8.0,-2.0,4.0,4.0,0.0,0.0,1,0
1187,1224222.0,3.0,6.0,5.0,5.0,0.0,3.0,1,0
1188,1224007.0,10.0,-11.0,8.0,1.0,2.0,0.0,1,0
1189,1224008.0,14.0,1.0,7.0,3.0,0.0,0.0,1,0
1190,1224009.0,-3.0,4.0,3.0,4.0,0.0,0.0,1,0
1191,1224010.0,5.0,-3.0,5.0,3.0,1.0,0.0,1,0
1192,1224011.0,-13.0,-6.0,1.0,4.0,0.0,1.0,1,0
1193,1224012.0,9.0,-3.0,6.0,2.0,3.0,0.0,1,0
1194,1224013.0,-4.0,2.0,1.0,4.0,0.0,1.0,1,0
1195,1224014.0,-4.0,3.0,0.0,5.0,0.0,0.0,1,0
1196,1224015.0,6.0,-3.0,4.0,2.0,3.0,0.0,1,0
1197,1224016.0,4.0,5.0,4.0,5.0,2.0,0.0,1,0
1198,1224017.0,4.0,9.0,5.0,6.0,2.0,0.0,1,0
1199,1224018.0,-12.0,-7.0,1.0,3.0,1.0,0.0,1,0
1200,1224019.0,-7.0,13.0,2.0,7.0,1.0,0.0,1,0
1201,1224020.0,-5.0,-6.0,3.0,0.0,0.0,0.0,1,0
1202,1224021.0,2.0,8.0,3.0,8.0,0.0,2.0,1,0
1203,1224022.0,-8.0,-2.0,3.0,1.0,1.0,0.0,1,0
1204,1224023.0,8.0,8.0,8.0,5.0,1.0,1.0,1,0
1205,1224024.0,12.0,7.0,6.0,5.0,2.0,0.0,1,0
1206,1224025.0,-8.0,7.0,3.0,6.0,0.0,0.0,1,0
1207,1224026.0,4.0,0.0,5.0,3.0,0.0,1.0,1,0
1208,1224027.0,6.0,-4.0,5.0,4.0,1.0,1.0,1,0
1209,1224028.0,-4.0,-10.0,2.0,2.0,1.0,0.0,1,0
1210,1224029.0,0.0,-6.0,1.0,2.0,1.0,0.0,1,0
1212,1224031.0,6.0,-7.0,4.0,0.0,0.0,0.0,1,0
1213,1224032.0,7.0,-5.0,6.0,2.0,2.0,0.0,1,0
1214,1224033.0,-4.0,8.0,3.0,5.0,0.0,2.0,1,0
1215,1224034.0,-8.0,0.0,1.0,4.0,0.0,0.0,1,0
1216,1224035.0,-2.0,9.0,5.0,8.0,1.0,2.0,1,0
1217,1224036.0,0.0,10.0,1.0,5.0,0.0,1.0,1,0
1218,1224037.0,3.0,-10.0,4.0,2.0,0.0,0.0,1,0
1219,1224038.0,-12.0,4.0,2.0,4.0,0.0,2.0,1,0
1220,1224039.0,12.0,-14.0,8.0,1.0,2.0,1.0,1,0
1221,1224040.0,7.0,3.0,5.0,5.0,0.0,2.0,1,0
1222,1224041.0,-4.0,1.0,3.0,5.0,1.0,2.0,1,0
1223,1224042.0,-9.0,3.0,3.0,3.0,0.0,1.0,1,0
1224,1224043.0,2.0,10.0,5.0,5.0,0.0,3.0,1,0
1225,1224044.0,5.0,-8.0,5.0,1.0,0.0,1.0,1,0
